Rank,Artist,Weeks_on_Chart,Peak_Rank,Peak_Streams,Total_Streams,Weekly_Rank,Weekly_Streams,spotify_id,genres,popularity,followers,vector,Track_Name
351,Vicky Chen,59,37,164717,6210420,,,01u3qI3xMGFvktXyRSMGRZ,"mandopop, taiwanese pop, c-pop, chinese r&b, chinese indie",50,194308,"[0.3, 0.2, 0.5, 0.5, 0.9]",沒有關係
352,Eason Chan,111,15,96559,6168184,,,2QcZxAgcs2I1q7CtCkl6MI,"cantopop, mandopop, c-pop, taiwanese pop",67,3799415,"[0.3, 0.3, 0.7, 0.6, 0.9]",我們
353,Ariana Grande,86,4,279107,6158139,,,66CXWjxzNUsdJxJ2JdwvnR,pop,93,107849328,"[0.4, 0.7, 0.9, 0.9, 0.8]",stuck u
354,Doja Cat,57,10,207816,6156936,,,5cj0lLjcoR7YOSnhnX0Po5,,87,35014111,"[0.7, 0.8, 0.9, 1.0, 0.7]",kiss me more
355,Maroon 5,82,18,165906,6121746,,,04gDigrS5kc9YWfZHwBETP,pop,87,45987057,"[0.6, 0.7, 0.8, 0.9, 0.7]",beautiful mistakes
356,G.E.M.,64,22,166471,6096856,,,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.7, 0.7, 0.7, 0.9, 0.9]",天空沒有極限
358,向思思,53,50,163883,6073926,,,7jlM8w6yhqvHOYZ7y32CNX,"mandopop, c-pop",46,9061,"[0.4, 0.6, 0.5, 0.7, 0.9]",总会有人
361,Yoyo Sham,107,100,71845,6040190,,,2OrCYFzQYE1TmevdYARnU1,"cantopop, mandopop, c-pop, taiwanese pop, chinese indie",42,80396,"[0.3, 0.6, 0.6, 0.7, 0.9]",追光者
362,Glass Animals,72,28,144077,6030521,,,4yvcSjfu4PC0CYQyLy4wSq,,74,4583602,"[0.6, 0.5, 0.7, 0.9, 0.6]",heat waves
363,KISS OF LIFE,34,14,330515,6011711,,,4TEK9tIkcoxib4GxT3O4ky,k-pop,66,2493064,"[0.8, 0.7, 0.7, 0.9, 0.6]",sticky
365,SZA,56,35,172388,5991832,,,7tYKF4w9nC0nq9CsPZTHyP,r&b,88,33403192,"[0.5, 0.3, 0.8, 0.9, 0.7]",kill bill
366,SEVENTEEN,50,6,312123,5987687,,,7nqOGRxlXj7N2JYbgNEjYH,k-pop,78,13739458,"[0.9, 0.8, 0.7, 0.9, 0.6]",super
367,斑恩Ben,30,6,354823,5970740,,,6GuDr0PBkuJF3z0xtcRKcJ,"chinese r&b, mandopop, c-pop, taiwanese pop, chinese hip hop",41,36533,"[0.5, 0.8, 0.4, 0.8, 0.7]",喜歡你
368,IVE,32,5,342874,5938526,,,6RHTUrRF63xao58xh9FXYJ,k-pop,72,6326986,"[0.8, 0.4, 0.8, 0.9, 0.7]",baddie
369,苏星婕,76,88,120821,5905085,,,19nBOLVLKxrijWEvjpXFI8,"chinese r&b, c-pop, mandopop, gufeng",48,31783,"[0.6, 0.4, 0.5, 0.8, 0.7]",清空
371,Jay Chou,36,1,533677,5849536,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.4, 0.3, 0.6, 0.9, 0.8]",還在流浪
372,Billie Eilish,45,15,205139,5842411,,,6qqNVTkY8uBg9cP3Jd7DAH,,92,119643367,"[0.2, 0.2, 0.9, 0.9, 0.7]",What Was I Made For?
373,i-dle,32,4,397302,5835338,,,2AfmfGFbe0A0WsTYm0SDTx,k-pop,70,11029613,"[0.9, 0.7, 0.8, 1.0, 0.6]",super lady
374,Justin Bieber,70,6,257200,5834069,,,1uNFoZAHBGtllmzznpCI3s,,92,85407639,"[0.6, 0.5, 0.9, 0.9, 0.7]",hold on
376,Shawn Mendes,67,2,214409,5787789,,,7n2wHs1TKAczGzO7Dd2rGr,,83,45816443,"[0.7, 0.6, 0.9, 0.9, 0.7]",if i cant have you
377,高爾宣 OSN,73,35,130109,5768698,,,4TcOznbEZBqev21LzAH4KE,"chinese r&b, chinese hip hop, mandopop, taiwanese pop, c-pop",56,471977,"[0.6, 0.7, 0.7, 0.9, 0.8]",be alright
378,J.Tajor,45,30,213769,5741316,,,0VpMOC5IZU06u29fWjv3qJ,,55,118179,"[0.7, 0.8, 0.6, 0.9, 0.9]",like i do
379,ILLIT,30,9,400671,5717707,,,36cgvBn0aadzOijnjjwqMN,k-pop,75,3931369,"[0.6, 0.9, 0.9, 1.0, 0.7]",cherish
380,Ed Sheeran,187,1,102366,5708681,,,6eUKZXaKkcviH0Ku9w2n3V,soft pop,89,123226405,"[0.3, 0.6, 0.8, 0.6, 0.7]",thinking out loud
381,keshi,46,36,204875,5691712,,,3pc0bOVB5whxmD50W79wwO,,75,4244549,"[0.3, 0.4, 0.6, 0.9, 0.7]",so spot
382,Gummy B,49,20,209910,5679655,,,6NJb7ZCMVLu2ZXwWJa2O3G,children's music,54,295118,"[0.7, 0.3, 0.4, 0.9, 0.9]",石橋
383,1K,40,16,164474,5668297,,,6CQGrt3AJ2gx5oMSR0mwbl,"christian hip hop, gospel r&b, christian, rap chrétien",55,134661,"[0.7, 0.3, 0.6, 0.9, 0.7]",就忘了吧
384,Abin Fang,68,100,113709,5660668,,,3sHU5vwszRfnJNhvcYNZdS,"mandopop, taiwanese pop, c-pop",42,31815,"[0.4, 0.2, 0.5, 0.8, 0.8]",遺憾
385,sodagreen,60,84,127780,5650547,,,3WYT2b8pOLsLsqSaoWYr7U,"mandopop, taiwanese pop, c-pop, taiwanese indie, chinese rock",55,701662,"[0.5, 0.6, 0.5, 0.7, 0.9]",你被寫在我的歌裡
387,Jung Kook,41,4,351466,5633336,,,6HaGTQPmzraVmaVxvz6EUc,k-pop,81,18771919,"[0.9, 0.7, 0.9, 1.0, 0.7]",standing next to you
388,Waa Wei,69,39,139820,5612003,,,190bkHbFrRvEhcB7Zpuv3y,"taiwanese indie, chinese indie, taiwanese pop, mandopop, c-pop, chinese r&b",49,299471,"[0.3, 0.4, 0.4, 0.7, 0.9]",彼個所在
389,Night Keepers,76,65,110029,5606745,,,7Ec6c9lhFbsTfuwmIkhZa9,"taiwanese indie, chinese indie, taiwanese pop, mandopop, chinese rock",40,46930,"[0.4, 0.3, 0.3, 0.8, 0.8]",我睡不著
390,Charlie Puth,77,3,156884,5601924,,,6VuMaDnrHyPL1p4EHjYLi7,"soft pop, pop",81,25430403,"[0.8, 0.6, 0.9, 0.9, 0.8]",attention
391,Selena Gomez,83,1,211182,5599651,,,0C8ZW7ezQVs4URX5aX7Kqx,,82,53378888,"[0.7, 0.4, 0.8, 0.9, 0.7]",wolves
392,IVE,35,5,331348,5594785,,,6RHTUrRF63xao58xh9FXYJ,k-pop,72,6326986,"[0.8, 0.7, 0.9, 1.0, 0.6]",kitsch
393,WeiBird,55,7,221295,5594408,,,7y3HnWCFEvWj4KM9GFSkiX,"mandopop, taiwanese pop, c-pop, chinese r&b",54,515342,"[0.6, 0.5, 0.7, 0.8, 0.9]",因為是你
394,Eric Chou,52,10,171022,5585958,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.2, 0.6, 0.8, 0.7]",離開你以後
395,Zedd,86,3,191122,5550979,,,1alf4P7GDe5aNpALBzWIGf,jersey club,67,433575,"[0.8, 0.7, 0.9, 0.9, 0.6]",stay
396,Olivia Rodrigo,64,5,216849,5549922,,,1McMsnEElThX1knmY4oliG,,86,49537907,"[0.4, 0.2, 0.8, 0.9, 0.7]",drivers license
398,James Arthur,122,4,123411,5522520,,,4IWBUUAFIplrNtaOHcJPRM,soft pop,81,20932485,"[0.3, 0.3, 0.8, 0.8, 0.9]",say you wont let go
399,Wu Bai,85,19,162441,5480928,,,5H8TJITZE1sPjVR2ACzXNS,"chinese rock, taiwanese pop, mandopop, chinese indie, taiwanese indie, c-pop",56,891272,"[0.5, 0.4, 0.4, 0.2, 0.7]",last dance
400,Abin Fang,73,69,99944,5476810,,,3sHU5vwszRfnJNhvcYNZdS,"mandopop, taiwanese pop, c-pop",42,31815,"[0.3, 0.2, 0.5, 0.5, 0.8]",壞人
401,G-DRAGON,31,6,463870,5474579,,,30b9WulBM8sFuBo17nNq9c,"k-pop, k-rap",70,3927975,"[0.7, 0.5, 0.7, 0.8, 0.6]",too bad
402,理想混蛋 雞丁,57,37,155655,5460544,,,5gLzM47RVqMDkkFc2CaSon,"mandopop, taiwanese indie, taiwanese pop, c-pop, chinese indie",33,18767,"[0.5, 0.5, 0.6, 0.8, 0.7]",習慣不習慣
403,颜人中,53,70,125009,5405061,,,5PNcqs6EtD6gSXgUiiJIUU,"mandopop, c-pop, chinese r&b",60,413138,"[0.3, 0.2, 0.6, 0.8, 0.7]",假裝沒變過
404,Eric Chou,53,16,183975,5404408,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.4, 0.6, 0.8, 0.7]",如果能幸福
405,Lil Nas X,48,11,159454,5391949,,,7jVv8c5Fj3E9VhNjxT4snq,,73,12309761,"[0.9, 0.8, 0.9, 0.9, 0.7]",industry baby
406,Eric Chou,45,14,266547,5354440,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.2, 0.6, 0.8, 0.7]",不喜歡沒有你的地方
407,邱軍,38,40,190756,5346950,,,5LKh6CH11tVjyXpxz2NjFW,"taiwanese pop, mandopop, c-pop",43,29970,"[0.6, 0.3, 0.5, 0.7, 0.8]",愛不愛我
408,Mayday,50,4,251277,5340380,,,3WfJ1OtrWI7RViX9DMyEGy,"pop punk, emo",61,1391952,"[0.5, 0.7, 0.7, 0.7, 0.7]",因為你 所以我
409,J.Sheon,113,21,91763,5337013,,,4DEItwf281SHmTnS8q3Mn9,"chinese r&b, mandopop, chinese hip hop, c-pop, taiwanese indie, taiwanese pop, chinese indie",49,207883,"[0.7, 0.6, 0.6, 0.8, 0.8]",別問很可怕
411,陳華,40,27,227262,5299146,,,5ZxRmJ21NzjxD2ZGBxi7um,"mandopop, taiwanese pop, chinese r&b, c-pop",52,93854,"[0.5, 0.3, 0.6, 0.8, 0.7]",左邊的人
412,No Party For Cao Dong,34,2,501533,5267980,,,3HXSUfI76zVZk71UMAeVfp,"taiwanese indie, chinese rock, chinese indie, taiwanese pop, mandopop",51,528874,"[0.4, 0.2, 0.3, 0.7, 0.7]",床
413,Rainie Yang,125,35,68221,5218427,,,0MEchSWR9pJvw1S5CV3Kuk,"mandopop, taiwanese pop, c-pop",53,827775,"[0.4, 0.4, 0.7, 0.7, 0.8]",青春住了誰
414,i-dle,31,1,423992,5215334,,,2AfmfGFbe0A0WsTYm0SDTx,k-pop,70,11029613,"[0.6, 0.7, 0.8, 1.0, 0.7]",wife
416,LE SSERAFIM,29,6,389386,5169680,,,4SpbR6yFEvexJuaBpgAU5p,k-pop,81,8163239,"[0.9, 0.7, 0.7, 1.0, 0.6]",crazy
417,JJ Lin,231,58,39962,5141116,,,7Dx7RhX0mFuXhCOUgB01uM,"mandopop, c-pop, taiwanese pop",66,3944309,"[0.2, 0.2, 0.5, 0.6, 0.9]",她說
418,大泫,57,88,118611,5133432,,,3mpbX209GwoScDJLVLRHk9,"chinese r&b, c-pop, mandopop",30,7061,"[0.3, 0.5, 0.4, 0.8, 0.8]",静悄悄
420,LE SSERAFIM,52,7,182481,5129574,,,4SpbR6yFEvexJuaBpgAU5p,k-pop,81,8163239,"[0.7, 0.6, 0.8, 1.0, 0.6]",fearless
421,Energy,33,22,258850,5113716,,,3j3914S5I8qNF7oAuat1KS,,19,554,"[0.9, 0.9, 0.9, 0.7, 0.7]",星期五晚上
422,TZUYU,21,4,488256,5092412,,,1arCVYXeStgCY2UazBNBLK,k-pop,57,461765,"[0.4, 0.3, 0.7, 1.0, 0.9]",run away
423,张韶涵,30,13,302866,5080744,,,4txug0T3vYc9p20tuhfCUa,"mandopop, taiwanese pop, c-pop",53,621549,"[0.4, 0.3, 0.6, 0.8, 0.9]",暮色回响
424,King Gnu,33,7,258819,5060078,,,6wxfx1yhyqjCPYwwxJktR2,"j-pop, anime, j-rock",70,4105640,"[0.9, 0.7, 0.7, 1.0, 0.7]",specialz
425,Bruno Mars,42,5,254091,5029305,,,0du5cEVh5yTK9QJze8zA0C,,91,76149412,"[0.6, 0.8, 0.8, 0.7, 0.8]",leave the door open
426,Alien Huang,52,1,499116,5026243,,,4kVy1sDTGmCWzxmzY6soNZ,"taiwanese pop, mandopop, c-pop",42,106902,"[0.5, 0.7, 0.6, 0.7, 0.9]",地球上最浪漫的一首歌
427,The Chainsmokers,60,4,198494,5008518,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.7, 0.6, 0.9, 0.9, 0.8]",call you mine
428,imase,53,57,124314,5006992,,,4TaSvnT5o4REFwhqfrmK27,j-pop,62,945953,"[0.8, 0.8, 0.7, 1.0, 0.7]",night dancer
429,Doja Cat,31,7,293337,4992615,,,5cj0lLjcoR7YOSnhnX0Po5,,87,35014111,"[0.8, 0.6, 0.9, 1.0, 0.7]",paint the town red
430,Maroon 5,63,1,210217,4988336,,,04gDigrS5kc9YWfZHwBETP,pop,87,45987057,"[0.6, 0.7, 0.9, 0.8, 0.8]",girls like you
431,Joey Yung,39,25,188263,4988108,,,2zzKlxMsKTPMsZacZCPRNA,"cantopop, c-pop, mandopop, taiwanese pop",56,575345,"[0.4, 0.3, 0.7, 0.9, 0.9]",就让这大雨全都落下
432,张妙格,28,9,328810,4946576,,,7q6xird8xFNzgqQi60dwmj,"mandopop, c-pop, chinese r&b",44,11159,"[0.3, 0.2, 0.4, 1.0, 0.9]",我期待的不是雪điều
433,瘦子E.SO,46,10,179478,4935596,,,2qXGNIlmY3JrYkxOWyXZsd,"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",48,320740,"[0.6, 0.6, 0.7, 0.9, 0.7]",wait
434,安溥,30,4,296757,4913554,,,7m3hJRouj4fFil1ksJDx0I,"taiwanese indie, chinese indie, taiwanese pop, mandopop",35,114535,"[0.3, 0.4, 0.2, 0.4, 0.7]",最好的時光
435,Taylor Swift,67,6,246165,4909635,,,06HL4z0CvFAxyc27GXpf02,,100,146788169,"[0.3, 0.5, 0.8, 0.8, 0.8]",willow
436,David Tao,41,67,163410,4903276,,,40tNK2YedBV2jRFAHxpifB,"mandopop, chinese r&b, taiwanese pop, c-pop",62,1124468,"[0.4, 0.3, 0.5, 0.2, 0.8]",流沙
437,Maroon 5,133,1,101493,4897474,,,04gDigrS5kc9YWfZHwBETP,pop,87,45987057,"[0.8, 0.9, 0.9, 0.8, 0.8]",sugar
438,Luis Fonsi,52,1,209536,4881596,,,4V8Sr092TqfHkfAA5fXXqG,latin,75,11012442,"[0.9, 0.9, 0.9, 0.7, 0.7]",despacito remix
439,Mixer,48,43,171548,4881513,,,4AWa6pcQK9J9aSAN67cLHv,"taiwanese indie, chinese indie, taiwanese pop, mandopop, chinese rock",48,131462,"[0.7, 0.7, 0.6, 0.9, 0.9]",都是浪漫害的
440,Sam Smith,47,4,195899,4875604,,,2wY79sveU1sp5g7SokKOiI,soft pop,82,26389901,"[0.7, 0.4, 0.8, 0.8, 0.8]",how do you sleep
441,BLACKPINK,90,8,172175,4829225,,,41MozSoPIsD1dJM0CLPjZF,k-pop,82,56449939,"[0.9, 0.8, 0.9, 0.7, 0.7]",as if its your last
442,The Chainsmokers,53,5,178734,4827505,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.7, 0.3, 0.8, 0.8, 0.6]",takeaway
443,JENNIE,23,4,605326,4823945,,,250b0Wlc5Vk0CoUsaCY84M,k-pop,82,12563151,"[0.6, 0.7, 0.7, 0.9, 0.6]",handlebars
444,Jay Chou,47,1,296790,4787290,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.7, 0.8, 0.7, 0.9, 0.8]",mojito
446,Ariana Grande,34,4,267402,4753544,,,66CXWjxzNUsdJxJ2JdwvnR,pop,93,107849328,"[0.4, 0.6, 0.9, 0.9, 0.9]",positions
447,KISS OF LIFE,28,23,252878,4752089,,,4TEK9tIkcoxib4GxT3O4ky,k-pop,66,2493064,"[0.6, 0.4, 0.7, 0.9, 0.8]",igloo
448,Ariana Grande,48,1,214296,4731937,,,66CXWjxzNUsdJxJ2JdwvnR,pop,93,107849328,"[0.8, 0.7, 0.9, 0.9, 0.8]",7 rings
449,The Chainsmokers,93,6,95952,4724847,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.8, 0.6, 0.9, 0.8, 0.7]",dont let me down
450,Tatsuya Kitani,35,15,218952,4712904,,,7mvhRvEAHiCTQHUnH7fgnv,"anime, j-pop, j-rock",65,711210,"[0.8, 0.7, 0.6, 0.9, 0.9]",青のすみか
451,Zedd,76,1,159090,4697322,,,1alf4P7GDe5aNpALBzWIGf,jersey club,67,433575,"[0.7, 0.7, 0.9, 0.8, 0.8]",the middle
452,Clean Bandit,72,4,159958,4685599,,,6MDME20pz9RveH9rEXvrOM,,75,6002085,"[0.8, 0.7, 0.9, 0.8, 0.8]",symphony
453,Lauv,60,39,137953,4673328,,,5JZ7CnR6gTvEMKX4g70Amv,,74,6836209,"[0.7, 0.8, 0.8, 0.9, 0.8]",all 4 nothing
454,G-DRAGON,42,48,169981,4655990,,,30b9WulBM8sFuBo17nNq9c,"k-pop, k-rap",70,3927975,"[0.8, 0.3, 0.7, 0.8, 0.7]",crooked
455,IVE,60,18,168871,4655562,,,6RHTUrRF63xao58xh9FXYJ,k-pop,72,6326986,"[0.7, 0.6, 0.9, 0.9, 0.6]",eleven
456,Ren Ran,51,93,120091,4635096,,,6f4srX54JFrLNK4aTJe2Sc,"mandopop, c-pop, gufeng, chinese r&b, taiwanese pop",58,483723,"[0.3, 0.2, 0.6, 0.7, 0.8]",走不出的回忆
457,NewJeans,22,9,399426,4609061,,,6HvZYsbFfjnjFrWF950C9d,k-pop,78,11775260,"[0.6, 0.7, 0.9, 1.0, 0.5]",supernatural
458,Jay Chou,89,39,162606,4606710,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.4, 0.6, 0.7, 0.7, 0.9]",等你下課
459,Harry Styles,49,32,138848,4566873,,,6KImCVD70vtIoJWnq6nGn3,,82,34228794,"[0.7, 0.8, 0.9, 0.9, 0.7]",watermelon sugar
460,Halsey,52,4,159321,4555920,,,26VFTg2z8YR0cCuwLzESi2,,82,22453066,"[0.6, 0.3, 0.8, 0.8, 0.7]",out me
461,Li Yugang,83,14,112658,4554182,,,3PI2UCRk6X5prLnFr05QQK,"gufeng, mandopop, c-pop",43,65746,"[0.3, 0.5, 0.5, 0.6, 0.9]",刚好遇见你
463,GAYLE,37,15,183258,4546559,,,2VSHKHBTiXWplO8lxcnUC9,,59,670822,"[0.8, 0.2, 0.9, 0.9, 0.8]",abcdefu
464,Dhruv,45,55,162773,4544481,,,70NcAr4ZtA3FAqU16iQZSb,,64,834144,"[0.4, 0.6, 0.6, 0.9, 0.7]",double take
465,24kGoldn,52,23,163232,4539101,,,6fWVd57NKTalqvmjRd2t8Z,,66,2290121,"[0.7, 0.7, 0.9, 0.9, 0.6]",mood
467,Taylor Swift,63,6,163659,4509908,,,06HL4z0CvFAxyc27GXpf02,,100,146788169,"[0.7, 0.8, 0.9, 0.9, 0.7]",me
468,G.E.M.,48,11,180976,4503977,,,7aRC4L63dBn3CiLDuWaLSI,"mandopop, c-pop, cantopop, taiwanese pop, gufeng",66,3534422,"[0.5, 0.4, 0.7, 0.8, 0.9]",透明
469,Waa Wei,51,8,178304,4482349,,,190bkHbFrRvEhcB7Zpuv3y,"taiwanese indie, chinese indie, taiwanese pop, mandopop, c-pop, chinese r&b",49,299471,"[0.6, 0.7, 0.4, 0.9, 0.7]",have a nice day
470,Dua Lipa,71,4,133105,4477757,,,6M2wZ9GZgrQXHCFfjv46we,pop,87,47063263,"[0.8, 0.6, 0.9, 0.9, 0.7]",new rules
471,The Chainsmokers,70,2,169958,4474446,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.6, 0.4, 0.8, 0.8, 0.5]",paris
472,ZAYN,75,2,178924,4463940,,,5ZsFI1h6hIdQRw2ti0hz81,,78,24186191,"[0.3, 0.2, 0.8, 0.8, 0.7]",i dont wanna live forever
474,Crowd Lu,65,29,96845,4432681,,,2JBUyLiFvpFPWdZGqIGYLD,"mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",65,674193,"[0.6, 0.7, 0.7, 0.8, 0.8]",愛情怎麼了嗎
475,Men Envy Children,28,22,298384,4425953,,,4N9mUjAWoNCkLN0kCxzaL5,"taiwanese pop, mandopop, taiwanese indie, c-pop, chinese indie, chinese rock",44,64987,"[0.5, 0.4, 0.3, 0.9, 0.9]",我想要擁有你
476,Lady Gaga,36,1,368134,4421846,,,1HY2Jd0NmPuamShAr6KMms,"art pop, pop",90,42821813,"[0.9, 0.7, 0.9, 0.9, 0.9]",rain on me
477,Tyson Yoshi,43,49,159290,4421110,,,3dayhmhJfL4I8w1PuL9MqQ,"chinese r&b, cantopop, chinese hip hop, mandopop, c-pop, taiwanese pop",54,126636,"[0.7, 0.3, 0.6, 0.9, 0.8]",你不會一輩子的愛上我
479,LISA,45,13,182519,4374977,,,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,76,13456472,"[0.8, 0.6, 0.8, 0.9, 0.7]",money
480,HWASA,35,8,194224,4370685,,,7bmYpVgQub656uNTu6qGNQ,k-pop,59,5659313,"[0.7, 0.7, 0.8, 0.8, 0.9]",maria
481,Ren Ran,82,97,87060,4365318,,,6f4srX54JFrLNK4aTJe2Sc,"mandopop, c-pop, gufeng, chinese r&b, taiwanese pop",58,483723,"[0.4, 0.2, 0.5, 0.7, 0.9]",疑心病
482,Jay Chou,26,1,516261,4364664,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.6, 0.8, 0.7, 0.8, 0.7]",greatest works of art
483,R-chord,69,40,85340,4363299,,,5XkrVVn0lQIVPkH55nbTgZ,"mandopop, taiwanese pop, c-pop",49,168239,"[0.3, 0.2, 0.5, 0.6, 0.9]",備胎
484,陳華,22,17,266963,4335180,,,5ZxRmJ21NzjxD2ZGBxi7um,"mandopop, taiwanese pop, chinese r&b, c-pop",52,93854,"[0.4, 0.3, 0.6, 0.8, 0.8]",這麼多年
486,Tanya Chua,41,59,148019,4302205,,,376pcuw4IgWBMOUwCr8kIm,"mandopop, taiwanese pop, c-pop",58,713255,"[0.3, 0.2, 0.5, 0.6, 0.9]",陌生人
487,aespa,39,15,242397,4292350,,,6YVMFz59CuY7ngCxTxjpxE,k-pop,78,9897814,"[0.8, 0.7, 0.9, 1.0, 0.6]",spicy
488,TWICE,32,2,399462,4290930,,,7n2Ycct7Beij7Dj7meI4X0,k-pop,83,23552759,"[0.7, 0.8, 0.9, 0.9, 0.5]",talk that talk
489,IVE,23,10,350281,4284881,,,6RHTUrRF63xao58xh9FXYJ,k-pop,72,6326986,"[0.8, 0.6, 0.9, 1.0, 0.6]",rebel heart
490,Ren Ran,55,122,104741,4284196,,,6f4srX54JFrLNK4aTJe2Sc,"mandopop, c-pop, gufeng, chinese r&b, taiwanese pop",58,483723,"[0.3, 0.1, 0.5, 0.7, 0.9]",空空如也
491,Mike Posner,78,2,104765,4272775,,,2KsP6tYLJlTBvSUxnwlVWa,,69,1537532,"[0.7, 0.6, 0.8, 0.8, 0.6]",i took a pill in ibiza seeb remix
492,颜人中,34,56,157781,4265042,,,5PNcqs6EtD6gSXgUiiJIUU,"mandopop, c-pop, chinese r&b",60,413138,"[0.3, 0.2, 0.6, 0.7, 0.9]",我只能离开
493,en,23,8,288465,4250054,,,6uothxMWeLWIhsGeF7cyo4,"new age, celtic",74,2618072,"[0.7, 0.3, 0.5, 0.9, 0.7]",跳楼机
497,Charlie Puth,44,28,137384,4216279,,,6VuMaDnrHyPL1p4EHjYLi7,"soft pop, pop",81,25430403,"[0.7, 0.8, 0.8, 0.9, 0.8]",light switch
499,于冬然,42,46,185465,4204292,,,7mJv2vnmyEbD8eyI7tMLKs,"mandopop, c-pop",56,94924,"[0.3, 0.4, 0.4, 0.6, 0.8]",听说你
500,MEOVV,26,8,347179,4187855,,,08hHTBHlv0WRXWlyrsb6Kv,k-pop,66,1158033,"[0.9, 0.7, 0.4, 0.8, 0.5]",hands up
501,Ava Max,74,21,102372,4155125,,,4npEfmQ6YuiwW1GpUmaq3F,,78,7797859,"[0.8, 0.6, 0.9, 0.8, 0.7]",sweet but psycho
502,JENNIE,20,8,458741,4150749,,,250b0Wlc5Vk0CoUsaCY84M,k-pop,82,12563151,"[0.7, 0.5, 0.7, 0.9, 0.6]",extral
503,Mike Perry,93,6,100102,4150534,,,6lB8vOoI4DRrrVxXwuV19c,tropical house,57,1407437,"[0.5, 0.7, 0.7, 0.7, 0.6]",the ocean
504,Lauv,54,7,164037,4143273,,,5JZ7CnR6gTvEMKX4g70Amv,,74,6836209,"[0.7, 0.6, 0.8, 0.9, 0.7]","fuck, im lonely"
506,Gracie Abrams,28,36,222632,4104267,,,4tuJ0bMpJh08umKkEXKUI5,,83,7660803,"[0.4, 0.3, 0.6, 0.9, 0.9]",thats so true
507,JENNIE,53,7,124045,4103408,,,250b0Wlc5Vk0CoUsaCY84M,k-pop,82,12563151,"[0.7, 0.7, 0.9, 0.9, 0.8]",solo
508,YOASOBI,30,15,222103,4102044,,,64tJ2EAv1R6UaZqc4iOCyj,"j-pop, anime",73,9586992,"[0.8, 0.7, 0.7, 1.0, 0.7]",勇者
510,Pei-Yu Hung,118,63,74341,4070582,,,0rARfHZ4ZteUlzbAuxUwAs,"mandopop, taiwanese pop, taiwanese indie, chinese indie, c-pop",48,46024,"[0.5, 0.7, 0.6, 0.7, 0.9]",踮起腳尖愛
512,Alan Walker,80,5,133447,4062563,,,7vk5e3vY1uw9plTHJAMwjN,,79,41341777,"[0.8, 0.7, 0.8, 0.8, 0.6]",all falls down
513,LiSA,44,13,200190,4050190,,,0blbVefuxOGltDBa00dspv,"anime, j-pop, j-rock",69,3623883,"[0.9, 0.7, 0.7, 0.9, 0.7]",紅蓮華
514,Jay Chou,72,41,302934,4034616,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.2, 0.3, 0.5, 0.2, 0.9]",安靜
515,Olivia Rodrigo,50,12,154455,4032974,,,1McMsnEElThX1knmY4oliG,,86,49537907,"[0.9, 0.8, 0.8, 0.9, 0.8]",good 4 u
516,NewJeans,33,6,343595,4030257,,,6HvZYsbFfjnjFrWF950C9d,k-pop,78,11775260,"[0.7, 0.7, 0.7, 1.0, 0.7]",new jeans
517,Justin Bieber,37,8,236830,4025205,,,1uNFoZAHBGtllmzznpCI3s,,92,85407639,"[0.4, 0.6, 0.9, 0.9, 0.8]",holy
518,EggPlantEgg,81,37,141155,4023021,,,6g641431O1Xkl7HAs2yFEg,"taiwanese indie, taiwanese pop, chinese indie, mandopop, chinese rock, c-pop",56,618624,"[0.3, 0.4, 0.4, 0.7, 0.9]",日常
519,SEVENTEEN,21,4,486184,3999681,,,7nqOGRxlXj7N2JYbgNEjYH,k-pop,78,13739458,"[0.9, 0.6, 0.7, 1.0, 0.8]",thunder
